pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
64,211,77,77102,59350,36710,NA,T,3125,132,2,1,1,6,4,2,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,1932,2,2,2,NA,NA,NA,CHICAGO,60624,1154,0.122183709,0.857019064,0,0.010398614,0.020797227,14000,Chicago,0,0,1,0,0,0,"WARD, L",ORR HS,6.89,14303,FALSE,FALSE,TRUE
65,295,38,38053,124850,40890,AV,O,1995,45,NA,1,2,6,4,1,3,1,5,1,0,3,2,1,NA,NA,2,2,1,1,1,2,0,1532,2,1,1,NA,NA,NA,WHEELING,60090,6477,0.564613247,0,0.249035047,0.11394164,0.117647059,81087,Wheeling,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,11.237,77006,FALSE,TRUE,TRUE
66,203,29,29080,224090,26040,NA,T,7440,65,NA,3,1,5,3,1,3,1,5,1,0,3,1,1,2,NA,2,2,3,1,2,2,0,1126,2,1,1,NA,NA,1,PALATINE,60067,6130,0.776835237,0.005057096,0.117455139,0.064926591,0.067373573,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,90685,FALSE,TRUE,TRUE
67,203,26,26030,194330,72500,NA,T,10000,68,NA,3,1,5,3,2,3,1,5,1,0,3,1,0,2,2,2,2,2,3,1,2,505,1134,2,1,1,NA,NA,NA,NORRIDGE,60706,3473,0.870429024,0.004606968,0.052116326,0.066225166,0.009789807,53377,Norridge,0,0,1,0,0,0,SCHOOL DISTRICT  80,COMMUNITY HIGH SCHOOL  234,7.539,60000,FALSE,TRUE,TRUE
68,211,77,77152,692150,115250,AV,T,2533,129,2,2,2,16,8,1,2,1,5,1,2,2,2,0,2,2,2,2,7,NA,NA,NA,0,4113,2,2,2,1,NA,NA,CHICAGO,60647,2267,0.808116453,0.019850022,0.085575651,0.062637847,0.047640053,14000,Chicago,0,0,9,0,0,0,PRITZKER,CLEMENTE HS,6.89,156389,FALSE,FALSE,TRUE
69,295,21,21084,227880,5800,NA,W,1160,22,NA,1,1,6,2,3,1,1,5,1,1,3,1,1,2,2,2,2,3,1,1,2,0,1296,2,1,2,NA,NA,NA,INDIAN HEAD PARK,60525,7653,0.773030184,0.008493401,0.05370443,0.133542402,0.05880047,37257,Indian Head Park,0,0,1,0,0,0,SCHOOL DISTRICT 107,LYONS TOWNSHIP HIGH SCHOOL  204,7.715,106317,FALSE,TRUE,TRUE
70,205,20,20070,244450,32620,NA,W,3955,80,NA,2,1,6,3,3,3,1,5,2,0,2,1,1,NA,NA,2,2,7,NA,NA,NA,0,1193,2,1,2,3,NA,NA,ELMWOOD PARK,60707,4125,0.783272727,0.023272727,0.066424242,0.112727273,0.028606061,23724,Elmwood Park,0,0,1,0,0,0,SCHOOL DISTRICT UNIT  401,SCHOOL DISTRICT UNIT  401,10.001,80208,FALSE,FALSE,TRUE
71,203,72,72345,81040,33820,NA,W,6150,57,NA,2,1,5,3,4,3,1,5,1,0,1,2,1,NA,NA,2,2,4,2,2,2,0,1770,2,1,1,3,NA,NA,CHICAGO,60628,4644,0.019164513,0.954134367,0,0.012489233,0.028423773,14000,Chicago,0,0,1,0,0,0,OWENS,FENGER HS,6.908,44436,FALSE,TRUE,TRUE
72,211,20,20030,162960,40300,NA,W,6200,90,2,3,1,11,4,1,1,1,5,1,1,3,2,1,2,2,2,2,1,1,2,2,0,2389,2,2,2,NA,NA,NA,FRANKLIN PARK,60131,6452,0.523093614,0,0.005269684,0.457687539,0.027898326,27702,Franklin Park,0,0,1,0,0,0,SCHOOL DISTRICT  84,COMMUNITY HIGH SCHOOL  212,11.882,72011,FALSE,TRUE,TRUE
73,211,70,70100,64910,43090,NA,O,4309,94,NA,2,1,7,6,1,3,2,5,2,0,1,2,0,NA,NA,2,2,3,1,2,2,0,2592,2,2,2,3,NA,NA,CHICAGO,60617,1008,0.006944444,0.787698413,0,0.205357143,0,14000,Chicago,0,0,1,0,0,0,MIRELES,BOWEN HS,6.908,38315,FALSE,TRUE,TRUE
74,234,13,13240,88980,21560,NA,W,7187,49,NA,1,1,5,3,3,1,1,5,2,0,3,1,1,2,NA,2,2,5,1,2,2,0,1066,2,1,4,NA,NA,NA,COUNTRY CLUB HILLS,60478,5257,0.083127259,0.888910025,0,0.019973369,0.007989348,16691,Country Club Hills,0,0,1,0,0,0,SCHOOL DISTRICT  144,COMMUNITY HIGH SCHOOL  228,24.62,48975,FALSE,TRUE,TRUE
75,208,28,28022,562510,66990,NA,W,14105,7,NA,3,1,9,5,1,3,1,5,1,1,2,4,1,2,1,2,2,5,3,1,1,0,3967,2,1,2,3,NA,NA,ORLAND PARK,60462,3951,0.774993672,0.072639838,0.033156163,0.086054164,0.05770691,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,69342,TRUE,TRUE,TRUE
76,234,21,21111,178260,31490,NA,W,7874,54,NA,3,1,6,3,3,1,1,5,1,1,3,1,1,2,2,2,2,3,1,1,2,0,1070,2,1,4,NA,NA,NA,BRIDGEVIEW,60455,5841,0.731895223,0.035610341,0.010272214,0.222222222,0,8225,Bridgeview,0,0,1,0,0,0,SCHOOL DISTRICT  109,COMMUNITY HIGH SCHOOL  217,14.133,65016,FALSE,TRUE,TRUE
77,203,38,38022,137040,38500,NA,W,7700,62,NA,1,1,6,4,2,3,1,5,1,0,3,1,0,2,2,2,2,4,1,1,2,0,1476,2,1,1,3,NA,NA,WHEELING,60090,6665,0.319729932,0.064966242,0.160390098,0.445911478,0.018004501,81087,Wheeling,0,0,6,1,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,11.237,56698,FALSE,TRUE,TRUE
78,295,35,35080,147880,20580,NA,W,1830,31,NA,1,1,4,2,2,3,1,5,1,1,3,2,1,2,2,2,2,1,1,1,2,0,1065,3,1,2,NA,NA,1,SCHAUMBURG,60193,5837,0.615384615,0.031351722,0.193078636,0.139969162,0.034264177,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.192,81118,FALSE,TRUE,TRUE
79,211,77,77102,101990,36660,NA,W,3120,112,2,2,1,10,4,1,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2252,2,2,2,NA,NA,NA,CHICAGO,60624,1316,0,0.990881459,0.009118541,0,0,14000,Chicago,0,0,1,0,0,0,FARADAY,MARSHALL HS,6.913,24340,FALSE,FALSE,TRUE
80,206,73,73031,417680,191630,NA,W,4166,116,NA,2,2,8,4,1,1,2,5,1,0,3,3,0,2,2,2,2,5,1,2,2,0,3078,2,1,2,NA,1,NA,CHICAGO,60640,4392,0.716530055,0.038479053,0.090619308,0.139344262,0.030054645,14000,Chicago,0,0,1,0,0,1,PEIRCE,SENN HS,6.89,90288,FALSE,TRUE,TRUE
81,203,20,20050,128890,29100,NA,W,8316,66,NA,1,1,6,4,2,3,1,5,2,0,1,1,0,2,NA,2,2,2,1,2,2,0,1278,2,1,5,1,NA,NA,MELROSE PARK,60164,4749,0.427458412,0.026321331,0.038744999,0.499052432,0.013897663,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT  83,COMMUNITY HIGH SCHOOL  212,11.119,50663,FALSE,TRUE,TRUE
82,203,34,34020,210000,106720,NA,W,12197,97,NA,3,1,6,3,1,3,1,2,1,0,1,1,0,NA,NA,2,2,3,1,2,2,0,1323,2,1,1,3,NA,1,RIVERSIDE,60546,3616,0.842643805,0.011615044,0.009955752,0.129977876,0.011615044,64421,Riverside,0,0,1,0,0,0,SCHOOL DISTRICT 96,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,12.07,125486,FALSE,TRUE,TRUE
83,203,71,71081,267720,68510,NA,W,4725,112,NA,1,1,5,3,1,3,1,2,2,0,3,1,0,2,2,2,2,7,NA,NA,NA,0,1146,2,1,1,3,NA,1,CHICAGO,60625,6162,0.255436547,0.03099643,0.048685492,0.636481662,0.05679974,14000,Chicago,0,0,3,1,0,0,HAUGAN,ROOSEVELT HS,6.901516611,58824,FALSE,FALSE,TRUE
84,203,72,72282,49260,31180,NA,W,4158,104,NA,2,1,6,3,1,3,1,5,2,1,3,1,0,NA,NA,2,2,3,1,2,2,0,1220,2,1,1,NA,NA,1,CHICAGO,60620,2559,0,0.970691676,0,0.023055881,0.010160219,14000,Chicago,0,0,1,0,0,0,RYDER,HARLAN HS,6.908,47022,FALSE,TRUE,TRUE
85,203,31,31060,139700,29920,NA,W,6300,93,NA,4,1,6,4,1,1,2,5,2,1,3,2,0,NA,NA,2,2,1,1,1,2,0,1513,2,1,1,NA,NA,NA,MAYWOOD,60153,4671,0.013059302,0.66366945,0.003853565,0.298008992,0.042817384,47774,Maywood,0,0,1,0,0,0,SCHOOL DISTRICT 89,PROVISO TOWNSHIP HIGH SCHOOL 209,21.667,50167,FALSE,TRUE,TRUE
86,211,72,72120,55780,20310,NA,W,3125,108,2,2,2,10,4,1,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,1776,2,2,2,NA,NA,1,CHICAGO,60636,1126,0.015097691,0.730017762,0.003552398,0.224689165,0.026642984,14000,Chicago,0,0,3,0,0,0,HENDERSON,HOPE HS,6.873317191,20938,FALSE,FALSE,TRUE
87,295,28,28100,227160,24280,NA,W,2208,7,NA,3,1,5,2,3,1,1,5,1,0,3,2,0,2,2,2,2,3,2,1,2,0,1274,2,1,1,NA,NA,NA,ORLAND PARK,60462,5109,0.830886671,0.049520454,0.080642004,0.024466628,0.028968487,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,104861,FALSE,TRUE,TRUE
88,202,72,72350,131330,37800,NA,O,3780,67,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,895,2,1,1,NA,NA,NA,CHICAGO,60638,3145,0.308426073,0.009856916,0.027344992,0.634976153,0.038791733,14000,Chicago,0,0,6,0,0,0,TWAIN,KENNEDY HS,6.934,51034,FALSE,FALSE,TRUE
89,207,35,35090,214500,64540,NA,W,8606,46,NA,3,1,7,3,4,3,1,5,1,0,3,2,1,2,2,2,2,3,2,1,2,0,1866,2,1,2,NA,NA,NA,ELK GROVE VILLAGE,60007,7151,0.733463851,0.014683261,0.151027828,0.081527059,0.038596001,23256,Elk Grove Village,0,0,1,0,1,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.575,104968,FALSE,TRUE,TRUE
90,295,38,38023,152510,41790,GD,W,2039,46,NA,1,1,6,3,1,3,1,5,1,0,3,2,1,2,NA,2,2,1,1,1,2,0,1684,2,1,2,NA,NA,NA,WHEELING,60090,6665,0.319729932,0.064966242,0.160390098,0.445911478,0.018004501,81087,Wheeling,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,11.237,56698,FALSE,TRUE,TRUE
91,211,77,77102,87370,18330,NA,W,1560,132,2,1,1,5,3,2,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,1680,2,2,2,NA,NA,NA,CHICAGO,60612,1950,0.083589744,0.824615385,0,0.04974359,0.084102564,14000,Chicago,0,0,1,0,0,0,CATHER,MARSHALL HS,6.913,26538,FALSE,FALSE,TRUE
92,211,22,22085,473260,81370,NA,W,9042,30,3,2,1,18,5,1,2,1,5,1,0,3,3,0,2,NA,2,2,3,2,1,2,0,4060,2,2,2,NA,NA,NA,NILES,60714,7226,0.470246333,0.019928038,0.259894824,0.227926931,0.03584279,53000,Niles,0,0,1,0,0,0,SCHOOL DISTRICT  63,MAINE TOWNSHIP HIGH SCHOOL  207,8.007443299,47274,FALSE,TRUE,TRUE
93,203,31,31104,173650,42520,NA,W,7087,69,NA,2,1,5,2,1,3,1,5,1,0,3,1,0,2,NA,2,2,1,1,2,2,0,1053,2,1,1,NA,NA,NA,WESTCHESTER,60154,3151,0.554109806,0.170739448,0.026658204,0.174547763,0.088860679,80047,Westchester,0,0,1,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,63243,FALSE,TRUE,TRUE
94,204,32,32200,105270,54370,NA,O,14499,57,NA,2,1,7,3,3,3,1,5,2,1,3,2,0,2,NA,2,2,3,2,1,1,0,1893,2,1,1,NA,NA,NA,OLYMPIA FIELDS,60461,6900,0.069710145,0.833913043,0.024057971,0.049855072,0.044927536,55938,Olympia Fields,0,0,1,0,0,0,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,17.971,85750,FALSE,TRUE,TRUE
95,278,38,38040,301590,72500,NA,W,11600,36,NA,1,1,8,4,3,3,1,5,1,1,3,2,1,2,NA,2,2,3,1,1,2,192,2412,2,1,2,NA,NA,1,ARLINGTON HEIGHTS,60004,6259,0.694040582,0.005112638,0.124301007,0.147946956,0.057197635,2154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,90799,FALSE,TRUE,TRUE
96,202,72,72192,92250,30110,NA,W,4633,68,NA,2,1,6,3,4,3,1,5,2,0,2,1,0,NA,NA,2,2,2,1,2,2,0,998,2,1,1,3,NA,NA,CHICAGO,60652,6389,0.177492565,0.119580529,0.013147597,0.685083738,0.007356394,14000,Chicago,0,0,1,0,0,0,STEVENSON,BOGAN HS,6.949,67765,FALSE,TRUE,TRUE
97,206,77,77013,170700,63750,NA,W,7500,137,NA,3,1,7,4,1,3,1,5,1,0,2,2,0,2,2,2,2,3,1,2,2,0,2592,2,1,2,1,NA,NA,CHICAGO,60644,3951,0.06833713,0.858516831,0,0.054163503,0.032396862,14000,Chicago,0,0,1,0,0,0,ELLINGTON,AUSTIN CCA HS,6.89,30196,FALSE,TRUE,TRUE
98,202,72,72422,138730,48260,NA,W,5080,75,NA,1,1,3,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,762,2,1,1,NA,NA,NA,CHICAGO,60655,6661,0.868338087,0.010959315,0.024020417,0.094880649,0.003603063,14000,Chicago,0,0,1,0,0,0,MOUNT GREENWOOD,MORGAN PARK HS,6.908,100361,FALSE,FALSE,TRUE
99,295,25,25140,539710,18070,NA,W,1506,2,NA,3,1,7,3,2,3,1,5,1,0,3,2,1,2,2,2,2,3,3,1,1,0,2678,2,1,3,NA,NA,NA,NA,NA,4792,0.895033389,0.018989983,0.030050083,0.046535893,0.018781302,29938,Glenview,0,0,6,1,1,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,113750,FALSE,TRUE,TRUE
100,203,72,72423,168920,35070,NA,W,3692,65,NA,1,1,5,3,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,1400,2,1,1,NA,NA,NA,CHICAGO,60655,3032,0.610158311,0.330804749,0,0.059036939,0,14000,Chicago,0,0,1,0,0,0,CLISSOLD,MORGAN PARK HS,6.908,88224,FALSE,TRUE,TRUE
101,278,37,37190,159450,51060,NA,W,10750,28,NA,3,1,8,4,1,3,1,5,1,1,3,2,1,2,NA,2,2,4,2,1,1,0,2409,2,1,2,NA,NA,NA,LANSING,60438,4549,0.381622335,0.482963289,0.028577709,0.094746098,0.024181139,42028,Lansing,0,0,1,0,0,0,SCHOOL DISTRICT 158,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,19.524,59935,FALSE,TRUE,TRUE
102,203,24,24031,222280,44640,NA,T,5580,66,NA,2,1,6,3,3,1,1,5,2,1,2,2,0,NA,NA,2,2,3,2,2,2,0,1227,2,1,1,3,NA,NA,MORTON GROVE,60053,3977,0.600955494,0.014583857,0.279356299,0.09127483,0.024138798,50647,Morton Grove,0,0,2,1,0,0,SCHOOL DISTRICT 70,COMMUNITY HIGH SCHOOL  219,9.602,94471,FALSE,TRUE,TRUE
103,205,72,72282,151500,32780,NA,W,4371,68,NA,2,1,5,3,1,1,1,5,1,1,3,2,1,NA,NA,2,2,3,1,2,2,0,1617,2,1,2,NA,NA,NA,CHICAGO,60620,5708,0.011037141,0.980028031,0.004204625,0.004730203,0,14000,Chicago,0,0,1,0,0,0,FORT DEARBORN,HARLAN HS,6.908,27500,FALSE,TRUE,TRUE
104,211,70,70080,127850,29700,NA,W,3300,97,3,2,2,18,6,1,3,2,5,2,0,3,3,0,2,NA,2,2,5,2,2,2,0,4476,2,2,3,NA,NA,NA,CHICAGO,60649,4249,0.003765592,0.975759002,0,0.011532125,0.017886562,14000,Chicago,0,0,1,0,0,0,MANN,CHICAGO VOCATIONAL HS,6.883864648,47727,FALSE,TRUE,TRUE
105,211,71,71070,311870,56440,NA,W,3528,91,2,2,1,11,5,1,1,2,5,2,0,3,3,0,NA,NA,2,2,3,1,2,2,0,2880,2,2,2,NA,NA,NA,CHICAGO,60618,4909,0.332043186,0.016296598,0.109390915,0.519861479,0.044815645,14000,Chicago,0,0,5,1,0,0,CLEVELAND,SCHURZ HS,6.901516611,60409,FALSE,TRUE,TRUE
106,211,77,77013,216020,41140,NA,W,4840,107,6,2,2,36,18,1,3,2,5,2,0,3,6,0,2,NA,2,2,1,1,2,2,0,7362,3,2,3,NA,NA,NA,CHICAGO,60644,3951,0.06833713,0.858516831,0,0.054163503,0.032396862,14000,Chicago,0,0,1,0,0,0,BRUNSON,AUSTIN CCA HS,6.89,30196,FALSE,TRUE,TRUE
107,295,29,29090,215590,34200,NA,W,2534,22,NA,1,1,6,3,1,3,1,5,1,0,3,2,1,2,1,2,2,3,1,1,2,0,1788,2,1,2,NA,NA,NA,ROLLING MEADOWS,60008,2817,0.730919418,0.047568335,0.108981186,0.066737664,0.091586794,65338,Rolling Meadows,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.37,110833,FALSE,TRUE,TRUE
108,207,13,13080,140690,22140,NA,T,7380,30,NA,3,1,6,3,3,3,1,5,1,1,3,2,1,2,NA,2,2,3,1,1,2,0,1744,2,1,2,NA,NA,NA,MIDLOTHIAN,60445,6335,0.781846882,0.036306235,0.049723757,0.129281768,0.005682715,48892,Midlothian,0,0,1,0,0,0,SCHOOL DISTRICT  142,COMMUNITY HIGH SCHOOL  228,14.929,61461,FALSE,TRUE,TRUE
109,206,21,21071,572440,72460,NA,W,9350,63,NA,2,1,8,4,1,3,1,5,1,0,3,3,1,2,2,2,2,5,1,2,2,0,2928,2,1,2,NA,NA,NA,WESTERN SPRINGS,60558,3362,0.963712076,0,0.009518144,0.02676978,0,80242,Western Springs,0,0,6,1,0,0,SCHOOL DISTRICT  101,LYONS TOWNSHIP HIGH SCHOOL  204,7.9,179338,FALSE,TRUE,TRUE
110,202,37,37092,53250,30930,NA,W,6875,62,NA,2,1,5,2,4,3,1,5,2,0,3,1,1,NA,NA,2,2,7,NA,NA,NA,0,965,2,1,1,NA,NA,NA,SOUTH HOLLAND,60473,3439,0.107007851,0.851701076,0.00261704,0.038674033,0,70850,South Holland,0,0,1,0,0,0,SCHOOL DISTRICT  151,THORNTON TOWNSHIP HIGH SCHOOL  205,20.024,67319,FALSE,FALSE,TRUE
111,203,38,38031,217200,54190,NA,W,9425,52,NA,3,1,7,4,3,3,1,5,1,0,3,2,0,NA,NA,2,2,3,1,1,2,0,1232,2,1,1,NA,NA,NA,ARLINGTON HEIGHTS,60004,2553,0.843321582,0.019193106,0.092440266,0.034860948,0.020368194,2154,Arlington Heights,0,0,6,1,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,10.449,67222,FALSE,TRUE,TRUE
112,278,28,28100,334530,72800,NA,T,11200,31,NA,3,1,8,4,1,3,1,5,1,1,3,2,1,2,1,2,2,5,2,1,1,0,3335,2,1,2,NA,NA,NA,ORLAND PARK,60467,8884,0.861548852,0.012606934,0.045587573,0.055718145,0.049076992,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,105942,FALSE,TRUE,TRUE
113,278,77,77170,870720,109200,NA,W,2400,15,NA,2,2,8,4,1,3,1,5,1,0,3,2,1,2,2,2,2,3,2,2,2,0,2364,2,1,2,NA,NA,NA,CHICAGO,60647,3289,0.750684099,0.011857708,0.02493159,0.146549103,0.129522651,14000,Chicago,0,0,8,0,0,0,PULASKI,WELLS HS,6.915,106840,FALSE,TRUE,TRUE
114,278,73,73081,1130550,175000,NA,W,3125,3,NA,1,1,10,5,1,1,1,5,1,0,3,4,1,2,2,2,2,3,1,2,2,0,3107,2,1,2,NA,NA,NA,CHICAGO,60657,2826,0.830856334,0.030785563,0.040339703,0.065463553,0.065109696,14000,Chicago,0,0,3,1,0,0,JAHN,LAKE VIEW HS,6.89,178750,FALSE,TRUE,TRUE
115,211,77,77091,118490,36710,NA,W,3125,12,3,2,1,12,6,2,3,1,5,1,0,3,3,3,2,2,2,2,7,NA,NA,NA,0,3271,2,2,3,NA,NA,NA,CHICAGO,60608,1972,0.09178499,0.606997972,0.006085193,0.293610548,0.003042596,14000,Chicago,0,0,1,0,0,0,CHALMERS,MANLEY HS,6.913,47321,FALSE,FALSE,TRUE
116,211,70,70080,62890,89100,NA,W,9900,104,6,2,2,27,9,1,3,2,5,2,0,3,6,0,2,NA,2,2,6,2,2,2,0,6690,2,2,3,NA,NA,NA,CHICAGO,60649,6979,0.07078378,0.885656971,0.003009027,0.011319673,0.057314802,14000,Chicago,0,0,1,0,0,0,POWELL,CHICAGO VOCATIONAL HS,6.883864648,28952,FALSE,TRUE,TRUE
117,202,71,71180,110240,45670,NA,W,3150,128,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,924,2,1,1,NA,NA,NA,CHICAGO,60639,3746,0.08115323,0.033101975,0.008542445,0.873198078,0.004004271,14000,Chicago,0,0,1,0,0,0,NIXON,KELVYN PARK HS,6.915,42109,FALSE,TRUE,TRUE
118,203,71,71082,246490,68750,NA,W,3125,24,NA,2,1,5,3,1,3,1,5,2,0,3,1,1,2,2,2,2,3,1,2,2,0,1200,2,1,1,NA,NA,NA,CHICAGO,60618,6191,0.435470845,0.033112583,0.104183492,0.413664998,0.027136165,14000,Chicago,0,0,6,1,0,0,CLEVELAND,SCHURZ HS,6.901516611,79671,FALSE,TRUE,TRUE
119,203,71,71440,235570,68260,NA,O,5461,79,NA,2,1,7,4,1,1,1,5,1,0,1,2,0,2,NA,2,2,3,1,2,2,0,1580,2,1,5,1,NA,1,CHICAGO,60631,6186,0.801325574,0.00695118,0.051244746,0.101681216,0.056902683,14000,Chicago,0,0,1,0,0,0,EDISON PARK,TAFT HS,6.884772382,83197,FALSE,TRUE,TRUE
120,211,71,71210,149810,39270,NA,W,3570,99,3,2,1,15,6,1,1,1,5,2,0,3,3,0,2,2,2,2,3,1,2,2,0,2394,2,2,2,NA,NA,1,CHICAGO,60639,4963,0.004634294,0.789038888,0,0.196050776,0.010276043,14000,Chicago,0,0,1,0,0,0,YOUNG,STEINMETZ COLLEGE PREP HS,6.884772382,45479,FALSE,TRUE,TRUE
121,204,75,75032,262630,85500,NA,W,4500,100,NA,3,1,8,4,1,3,2,5,2,0,1,2,0,2,2,2,2,3,1,2,2,0,2279,2,1,5,1,NA,1,CHICAGO,60626,7039,0.324477909,0.368234124,0.021025714,0.213098451,0.120897855,14000,Chicago,0,0,3,1,0,0,JORDAN,SULLIVAN HS,6.857803738,39549,FALSE,TRUE,TRUE
122,207,37,37092,110860,34440,NA,O,7654,51,NA,3,1,6,4,1,3,1,2,1,0,3,1,1,2,NA,2,2,3,1,2,2,0,1843,2,1,2,NA,NA,NA,SOUTH HOLLAND,60473,3439,0.107007851,0.851701076,0.00261704,0.038674033,0,70850,South Holland,0,0,6,1,0,0,SCHOOL DISTRICT  151,THORNTON TOWNSHIP HIGH SCHOOL  205,20.024,67319,FALSE,TRUE,TRUE
123,278,37,37190,147570,47260,NA,W,9951,33,NA,3,1,7,3,3,3,1,5,1,1,3,2,1,2,NA,2,2,3,2,1,2,0,2136,2,1,2,NA,NA,NA,LANSING,60438,4141,0.348708042,0.503260082,0,0.113740642,0.068582468,42028,Lansing,0,0,1,0,0,0,SCHOOL DISTRICT 158,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,19.524,53343,FALSE,TRUE,TRUE
124,211,77,77101,8500,18960,NA,W,1614,132,2,2,2,9,4,3,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,1880,2,2,2,NA,NA,NA,CHICAGO,60624,2422,0.052023121,0.649876135,0.002477291,0.29314616,0.004954583,14000,Chicago,0,0,1,0,0,0,MORTON,ORR HS,6.89,28365,FALSE,FALSE,TRUE
125,278,35,35020,302800,38470,NA,W,9052,43,NA,1,1,8,4,3,3,1,5,1,1,3,2,0,2,NA,2,2,3,1,1,2,260,2004,2,1,2,NA,NA,NA,SCHAUMBURG,60194,5336,0.60832084,0.056971514,0.177848576,0.131746627,0.043853073,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.317,95949,FALSE,TRUE,TRUE
126,211,71,71042,356660,137460,NA,W,7235,66,3,2,1,9,6,1,3,1,5,2,0,3,3,0,2,2,2,2,1,1,2,2,0,3710,2,2,2,NA,NA,NA,CHICAGO,60659,1748,0.638443936,0.052631579,0.161899314,0.133867277,0.026315789,14000,Chicago,0,0,6,1,0,0,JAMIESON,MATHER HS,6.884772382,91477,FALSE,TRUE,TRUE
127,203,25,25110,349430,122360,NA,T,10640,63,NA,2,1,6,3,1,3,1,5,1,2,3,2,0,2,NA,2,2,3,2,1,2,0,1603,2,1,1,NA,NA,NA,GLENVIEW,60025,3481,0.869290434,0.027865556,0.069807527,0.010054582,0.041367423,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,150862,FALSE,TRUE,TRUE
128,203,24,24081,210110,41560,NA,W,4375,63,NA,2,1,5,3,1,3,1,5,1,0,3,2,0,NA,NA,2,2,7,NA,NA,NA,0,1296,2,1,1,NA,NA,NA,SKOKIE,60076,5224,0.462480858,0.121171516,0.278330781,0.084226646,0.107580398,70122,Skokie,0,0,1,0,0,0,SCHOOL DISTRICT 73 1/2,COMMUNITY HIGH SCHOOL  219,10.506,92547,FALSE,FALSE,TRUE
